V101	countyfips	countyname
361047274.0	25009	"Essex MA"
360990243.0	21067	"Fayette KY"
360968307.0	17031	"Cook IL"
360984192.0	55049	"Iowa WI"
360967681.0	51107	"Loudoun VA"
360849574.0	27053	"Hennepin MN"
360966952.0	48167	"Galveston TX"
361020090.0	53053	"Pierce WA"
361031394.0	37135	"Orange NC"
359964342.0	37119	"Mecklenburg NC"
361047536.0	17031	"Cook IL"
360981620.0	06037	"Los Angeles CA"
360996466.0	12083	"Marion FL"
361193849.0	39049	"Franklin OH"
360989576.0	41039	"Lane OR"
360980199.0	34021	"Mercer NJ"
360963160.0	36059	"Nassau NY"
361091866.0	19103	"Johnson IA"
361044178.0	55079	"Milwaukee WI"
360968087.0	33009	"Grafton NH"
361017909.0	36059	"Nassau NY"
361022809.0	06073	"San Diego CA"
360975042.0	15003	"Honolulu HI"
361000228.0	06075	"San Francisco CA"
361075698.0	26163	"Wayne MI"
362093606.0	21141	"Logan KY"
360988071.0	27053	"Hennepin MN"
360974869.0	32003	"Clark NV"
361009391.0	12115	"Sarasota FL"
361050044.0	25017	"Middlesex MA"
363100966.0	49035	"Salt Lake UT"
361210541.0	01055	"Etowah AL"
361039759.0	20161	"Riley KS"
360033043.0	30049	"Lewis and Clark MT"
360882510.0	41041	"Lincoln OR"
360975934.0	06067	"Sacramento CA"
361028198.0	09001	"Fairfield CT"
360962476.0	39049	"Franklin OH"
360788049.0	36047	"Kings NY"
359941017.0	35017	"Grant NM"
361519958.0	42129	"Westmoreland PA"
361070109.0	02090	"Fairbanks North Star Borough AK"
360043837.0	17031	"Cook IL"
361009813.0	42027	"Centre PA"
360898298.0	12117	"Seminole FL"
360023626.0	48439	"Tarrant TX"
361020185.0	17197	"Will IL"
361178289.0	30015	"Chouteau MT"
361091780.0	08059	"Jefferson CO"
361041281.0	01069	"Houston AL"
360993246.0	04019	"Pima AZ"
360984482.0	17043	"DuPage IL"
360966779.0	34003	"Bergen NJ"
360996866.0	06067	"Sacramento CA"
360016923.0	37067	"Forsyth NC"
362877035.0	12069	"Lake FL"
360985697.0	48455	"Trinity TX"
360987160.0	55015	"Calumet WI"
361044179.0	12127	"Volusia FL"
361328836.0	54053	"Mason WV"
361050668.0	25009	"Essex MA"
361039175.0	11001	"District of Columbia DC"
361043563.0	37063	"Durham NC"
360966604.0	48167	"Galveston TX"
361141310.0	04013	"Maricopa AZ"
360993215.0	50021	"Rutland VT"
361009843.0	29189	"St. Louis MO"
361006865.0	51700	"Newport News city VA"
361023633.0	42017	"Bucks PA"
361038868.0	08035	"Douglas CO"
360987096.0	31025	"Cass NE"
360985534.0	44009	"Washington RI"
361650096.0	53033	"King WA"
360897897.0	06095	"Solano CA"
361148805.0	21117	"Kenton KY"
361523057.0	16001	"Ada ID"
360989539.0	51003	"Albemarle VA"
361046494.0	51059	"Fairfax VA"
361047135.0	12001	"Alachua FL"
361066149.0	29189	"St. Louis MO"
361394869.0	37119	"Mecklenburg NC"
361020352.0	13057	"Cherokee GA"
361010001.0	46103	"Pennington SD"
361012471.0	17031	"Cook IL"
360986431.0	06095	"Solano CA"
360983547.0	36071	"Orange NY"
361017873.0	06035	"Lassen CA"
360974615.0	25021	"Norfolk MA"
360491402.0	25027	"Worcester MA"
361036892.0	17197	"Will IL"
360976550.0	21067	"Fayette KY"
361005488.0	04013	"Maricopa AZ"
360032925.0	04013	"Maricopa AZ"
360996994.0	06037	"Los Angeles CA"
360996597.0	48441	"Taylor TX"
361125626.0	24015	"Cecil MD"
361041438.0	12117	"Seminole FL"
360051683.0	34029	"Ocean NJ"
361015962.0	17093	"Kendall IL"
360968225.0	32003	"Clark NV"
360991056.0	51087	"Henrico VA"
361003389.0	42101	"Philadelphia PA"
361047973.0	17031	"Cook IL"
361010415.0	06067	"Sacramento CA"
360993762.0	32007	"Elko NV"
360987379.0	04013	"Maricopa AZ"
360989960.0	06059	"Orange CA"
360998372.0	06085	"Santa Clara CA"
361184710.0	51155	"Pulaski VA"
361000655.0	29095	"Jackson MO"
361091389.0	17121	"Marion IL"
360883374.0	12105	"Polk FL"
361459886.0	47065	"Hamilton TN"
361128286.0	12095	"Orange FL"
360981307.0	29189	"St. Louis MO"
360989267.0	40143	"Tulsa OK"
361162226.0	48113	"Dallas TX"
361473724.0	28149	"Warren MS"
361015104.0	48491	"Williamson TX"
360699326.0	49003	"Box Elder UT"
360966883.0	06067	"Sacramento CA"
361000579.0	51041	"Chesterfield VA"
361007152.0	25021	"Norfolk MA"
361143289.0	55025	"Dane WI"
360980842.0	12081	"Manatee FL"
361162479.0	45091	"York SC"
360967026.0	42079	"Luzerne PA"
360990367.0	36105	"Sullivan NY"
360990053.0	36067	"Onondaga NY"
361294781.0	42029	"Chester PA"
361177084.0	12033	"Escambia FL"
361020669.0	25013	"Hampden MA"
362859430.0	41051	"Multnomah OR"
359950098.0	19153	"Polk IA"
361195704.0	12057	"Hillsborough FL"
360989537.0	48029	"Bexar TX"
361050510.0	30071	"Phillips MT"
361020189.0	53033	"King WA"
361720188.0	39049	"Franklin OH"
360042120.0	12053	"Hernando FL"
360978072.0	19103	"Johnson IA"
360997335.0	17001	"Adams IL"
361056336.0	36055	"Monroe NY"
361536713.0	55111	"Sauk WI"
360993182.0	39073	"Hocking OH"
360993398.0	26139	"Ottawa MI"
360980046.0	47179	"Washington TN"
361417574.0	23005	"Cumberland ME"
360963295.0	55033	"Dunn WI"
360985845.0	06085	"Santa Clara CA"
361230016.0	42043	"Dauphin PA"
360997289.0	31153	"Sarpy NE"
360991944.0	51031	"Campbell VA"
361523020.0	27085	"McLeod MN"
362882669.0	12009	"Brevard FL"
360033008.0	18039	"Elkhart IN"
361063738.0	20177	"Shawnee KS"
361056431.0	48089	"Colorado TX"
360996557.0	55025	"Dane WI"
362937530.0	13151	"Henry GA"
361395408.0	26099	"Macomb MI"
360982040.0	06037	"Los Angeles CA"
360989933.0	39049	"Franklin OH"
360963254.0	51107	"Loudoun VA"
361004077.0	12095	"Orange FL"
360033099.0	51107	"Loudoun VA"
361043470.0	42017	"Bucks PA"
360042796.0	47119	"Maury TN"
361012019.0	42101	"Philadelphia PA"
360978924.0	51059	"Fairfax VA"
361001594.0	06073	"San Diego CA"
361033296.0	06073	"San Diego CA"
360998381.0	04013	"Maricopa AZ"
360961974.0	06061	"Placer CA"
360981431.0	42003	"Allegheny PA"
360966570.0	42071	"Lancaster PA"
360993086.0	27169	"Winona MN"
361043410.0	38017	"Cass ND"
360943696.0	13021	"Bibb GA"
361001654.0	53007	"Chelan WA"
361533337.0	35013	"Dona Ana NM"
360885125.0	25001	"Barnstable MA"
361044681.0	29189	"St. Louis MO"
360990999.0	17031	"Cook IL"
361003829.0	06077	"San Joaquin CA"
361033850.0	46081	"Lawrence SD"
360887422.0	24027	"Howard MD"
361015256.0	42017	"Bucks PA"
361000106.0	47109	"McNairy TN"
361052249.0	37183	"Wake NC"
360988070.0	51187	"Warren VA"
361006354.0	12127	"Volusia FL"
361074774.0	24017	"Charles MD"
360974873.0	04013	"Maricopa AZ"
361046195.0	54081	"Raleigh WV"
360993008.0	06059	"Orange CA"
360983533.0	06007	"Butte CA"
361057661.0	47037	"Davidson TN"
360974563.0	53063	"Spokane WA"
361058241.0	45013	"Beaufort SC"
361061640.0	55005	"Barron WI"
361020042.0	13031	"Bulloch GA"
361232554.0	39049	"Franklin OH"
360967717.0	41067	"Washington OR"
360986171.0	06029	"Kern CA"
360982255.0	48201	"Harris TX"
363100971.0	47149	"Rutherford TN"
360981740.0	06013	"Contra Costa CA"
361050509.0	13067	"Cobb GA"
360989896.0	48029	"Bexar TX"
360993085.0	22071	"Orleans Parish LA"
361009737.0	24045	"Wicomico MD"
360741561.0	31055	"Douglas NE"
361382250.0	39061	"Hamilton OH"
362700608.0	48407	"San Jacinto TX"
361044707.0	29097	"Jasper MO"
360943469.0	42101	"Philadelphia PA"
361014685.0	12083	"Marion FL"
361028091.0	34023	"Middlesex NJ"
362857533.0	19103	"Johnson IA"
360994022.0	47183	"Weakley TN"
361288804.0	17169	"Schuyler IL"
361077379.0	42019	"Butler PA"
361074649.0	08013	"Boulder CO"
360890252.0	05125	"Saline AR"
361050561.0	51013	"Arlington VA"
361001651.0	48335	"Mitchell TX"
362177342.0	19013	"Black Hawk IA"
361005647.0	41005	"Clackamas OR"
361049415.0	27163	"Washington MN"
361031757.0	48441	"Taylor TX"
361050172.0	53033	"King WA"
360997834.0	27109	"Olmsted MN"
361394232.0	26159	"Van Buren MI"
361039480.0	24005	"Baltimore MD"
361833948.0	53061	"Snohomish WA"
361428677.0	53067	"Thurston WA"
361036692.0	47187	"Williamson TN"
360981967.0	06083	"Santa Barbara CA"
360898375.0	48423	"Smith TX"
361415371.0	12127	"Volusia FL"
361025873.0	13169	"Jones GA"
361342135.0	04013	"Maricopa AZ"
360986405.0	21067	"Fayette KY"
360986445.0	06075	"San Francisco CA"
361238361.0	04025	"Yavapai AZ"
362505433.0	48201	"Harris TX"
361521402.0	42013	"Blair PA"
361015509.0	13135	"Gwinnett GA"
360996745.0	06001	"Alameda CA"
361195615.0	25025	"Suffolk MA"
360977060.0	06037	"Los Angeles CA"
360978069.0	12127	"Volusia FL"
361297509.0	12086	"Miami-Dade FL"
360990264.0	06001	"Alameda CA"
361000580.0	39145	"Scioto OH"
360890311.0	17199	"Williamson IL"
360987278.0	20173	"Sedgwick KS"
361061935.0	06097	"Sonoma CA"
361052522.0	34025	"Monmouth NJ"
361055452.0	31177	"Washington NE"
360989453.0	55133	"Waukesha WI"
362864400.0	06037	"Los Angeles CA"
361030849.0	17031	"Cook IL"
360895451.0	06037	"Los Angeles CA"
360974609.0	06037	"Los Angeles CA"
360966878.0	29099	"Jefferson MO"
361534806.0	27053	"Hennepin MN"
361386925.0	53033	"King WA"
360968058.0	55025	"Dane WI"
360981250.0	55121	"Trempealeau WI"
361134614.0	18163	"Vanderburgh IN"
361177098.0	39143	"Sandusky OH"
361043884.0	12087	"Monroe FL"
362494800.0	06037	"Los Angeles CA"
360990273.0	30049	"Lewis and Clark MT"
361036069.0	53015	"Cowlitz WA"
360909186.0	36103	"Suffolk NY"
361700730.0	01103	"Morgan AL"
360995190.0	51047	"Culpeper VA"
361200202.0	47189	"Wilson TN"
361373399.0	42101	"Philadelphia PA"
360981847.0	48141	"El Paso TX"
360967611.0	06023	"Humboldt CA"
361149260.0	53063	"Spokane WA"
360901024.0	21013	"Bell KY"
361041791.0	19069	"Franklin IA"
360989532.0		""
361052484.0	20091	"Johnson KS"
360994873.0	22103	"St. Tammany Parish LA"
361288887.0	26021	"Berrien MI"
361146742.0	34029	"Ocean NJ"
360990697.0	06059	"Orange CA"
360931839.0	22119	"Webster Parish LA"
360989962.0	05007	"Benton AR"
361012067.0	34041	"Warren NJ"
361287053.0	13121	"Fulton GA"
360914430.0	39035	"Cuyahoga OH"
361177127.0	30063	"Missoula MT"
361011740.0	48063	"Camp TX"
361044315.0	06085	"Santa Clara CA"
361445881.0	06059	"Orange CA"
361095094.0	41041	"Lincoln OR"
361141031.0	48187	"Guadalupe TX"
361045109.0	51059	"Fairfax VA"
360910050.0	17031	"Cook IL"
361251683.0	23027	"Waldo ME"
361039710.0	37133	"Onslow NC"
361050146.0	47013	"Campbell TN"
360035000.0	06079	"San Luis Obispo CA"
361007684.0	48029	"Bexar TX"
361038780.0	26013	"Baraga MI"
361015492.0	36029	"Erie NY"
361041712.0	39063	"Hancock OH"
361056028.0	06009	"Calaveras CA"
360903541.0	39007	"Ashtabula OH"
360994689.0	48423	"Smith TX"
362852757.0	04003	"Cochise AZ"
362854530.0	26069	"Iosco MI"
360943309.0		""
361004432.0	22103	"St. Tammany Parish LA"
362354461.0	04019	"Pima AZ"
361323919.0	18089	"Lake IN"
361131636.0	48453	"Travis TX"
363474608.0	55079	"Milwaukee WI"
361004989.0	06037	"Los Angeles CA"
362856374.0	55133	"Waukesha WI"
362854888.0	06073	"San Diego CA"
360044351.0	48453	"Travis TX"
361391574.0	27137	"St. Louis MN"
361022806.0	12095	"Orange FL"
361033392.0	48187	"Guadalupe TX"
360990822.0	26125	"Oakland MI"
361354712.0	54041	"Lewis WV"
361522580.0	06001	"Alameda CA"
360979737.0	19045	"Clinton IA"
360932696.0	06001	"Alameda CA"
361036524.0	06079	"San Luis Obispo CA"
361514287.0	37119	"Mecklenburg NC"
359647179.0	06059	"Orange CA"
361047659.0	25017	"Middlesex MA"
360981905.0	36029	"Erie NY"
363100972.0	12086	"Miami-Dade FL"
361400594.0	42003	"Allegheny PA"
361003486.0	42051	"Fayette PA"
361071963.0	26091	"Lenawee MI"
361258719.0	17197	"Will IL"
360981859.0	39017	"Butler OH"
363100973.0	48355	"Nueces TX"
361018052.0	24510	"Baltimore city MD"
360998316.0	26049	"Genesee MI"
361066365.0	40031	"Comanche OK"
361029811.0	39151	"Stark OH"
361010554.0	06001	"Alameda CA"
360998949.0	37159	"Rowan NC"
361317118.0	42055	"Franklin PA"
360917373.0	08123	"Weld CO"
360868368.0	13051	"Chatham GA"
360021006.0	37121	"Mitchell NC"
363100974.0	25017	"Middlesex MA"
360968043.0	13089	"DeKalb GA"
360968083.0	09003	"Hartford CT"
360992970.0	47073	"Hawkins TN"
361205302.0	08014	"Broomfield CO"
362429298.0	37127	"Nash NC"
361202089.0	34029	"Ocean NJ"
361052264.0	48029	"Bexar TX"
361001788.0	35001	"Bernalillo NM"
362718255.0	25017	"Middlesex MA"
361001427.0	42071	"Lancaster PA"
361033980.0	37001	"Alamance NC"
361064513.0	06081	"San Mateo CA"
361041291.0	42071	"Lancaster PA"
362853510.0	41059	"Umatilla OR"
360998210.0	12099	"Palm Beach FL"
361028520.0	47037	"Davidson TN"
360668636.0	06009	"Calaveras CA"
360990654.0	36051	"Livingston NY"
361015244.0	12109	"St. Johns FL"
361139241.0	48201	"Harris TX"
361044388.0	17031	"Cook IL"
361023477.0	06005	"Amador CA"
360994685.0	48113	"Dallas TX"
361006868.0	34029	"Ocean NJ"
361493746.0	51107	"Loudoun VA"
360993895.0	41051	"Multnomah OR"
360995436.0	17197	"Will IL"
361312354.0	29001	"Adair MO"
360982911.0	22069	"Natchitoches Parish LA"
361000127.0	12086	"Miami-Dade FL"
360976036.0	33013	"Merrimack NH"
360983045.0	12017	"Citrus FL"
361000647.0	12115	"Sarasota FL"
361000083.0	42089	"Monroe PA"
360966582.0	48113	"Dallas TX"
359956233.0	04013	"Maricopa AZ"
360892915.0	39151	"Stark OH"
361067549.0	17007	"Boone IL"
360980134.0	05005	"Baxter AR"
361040689.0	12081	"Manatee FL"
360986468.0	06077	"San Joaquin CA"
361025638.0	27053	"Hennepin MN"
361809359.0	42003	"Allegheny PA"
360990219.0	48453	"Travis TX"
360961692.0	33015	"Rockingham NH"
360978957.0	06081	"San Mateo CA"
361339756.0	37045	"Cleveland NC"
361326492.0	53063	"Spokane WA"
359984446.0	48027	"Bell TX"
360909201.0	39035	"Cuyahoga OH"
360974961.0	04013	"Maricopa AZ"
360986434.0	47187	"Williamson TN"
361007066.0	17043	"DuPage IL"
361020284.0	37023	"Burke NC"
361018066.0	26125	"Oakland MI"
360996750.0	13067	"Cobb GA"
361055420.0	51121	"Montgomery VA"
360942329.0	06037	"Los Angeles CA"
361074646.0	48113	"Dallas TX"
360996591.0	36119	"Westchester NY"
360991628.0	13089	"DeKalb GA"
361020680.0	48085	"Collin TX"
361010646.0	41051	"Multnomah OR"
361000266.0	34023	"Middlesex NJ"
360981521.0	06013	"Contra Costa CA"
362695822.0	42011	"Berks PA"
361020623.0	12081	"Manatee FL"
361131617.0	26163	"Wayne MI"
361023320.0	17031	"Cook IL"
361003480.0	06097	"Sonoma CA"
359972797.0	06111	"Ventura CA"
362854538.0	04019	"Pima AZ"
360976418.0	53025	"Grant WA"
361013484.0	41033	"Josephine OR"
360986022.0	29047	"Clay MO"
360979483.0	48215	"Hidalgo TX"
361064719.0	25001	"Barnstable MA"
360988535.0	30081	"Ravalli MT"
360875821.0	16055	"Kootenai ID"
361003448.0	34013	"Essex NJ"
361060572.0	28161	"Yalobusha MS"
361030113.0	12087	"Monroe FL"
360981741.0	06075	"San Francisco CA"
360979782.0	26125	"Oakland MI"
362902611.0	08059	"Jefferson CO"
359941407.0	39035	"Cuyahoga OH"
360979716.0	26123	"Newaygo MI"
360976075.0	48453	"Travis TX"
361041820.0	34023	"Middlesex NJ"
360988109.0	08013	"Boulder CO"
360963536.0	24025	"Harford MD"
361051368.0	41005	"Clackamas OR"
359956275.0	36081	"Queens NY"
361053157.0	12095	"Orange FL"
360922356.0	12127	"Volusia FL"
361693324.0	39157	"Tuscarawas OH"
361049265.0	20091	"Johnson KS"
361052368.0	13089	"DeKalb GA"
361518241.0	06073	"San Diego CA"
361044202.0	26093	"Livingston MI"
360878232.0	04013	"Maricopa AZ"
361031208.0	13135	"Gwinnett GA"
360994637.0	06037	"Los Angeles CA"
361015018.0	51089	"Henry VA"
360995684.0	32031	"Washoe NV"
360988486.0	35049	"Santa Fe NM"
361009493.0	36091	"Saratoga NY"
362187940.0	35001	"Bernalillo NM"
361189619.0	34029	"Ocean NJ"
361128691.0	37193	"Wilkes NC"
360967858.0	12127	"Volusia FL"
360888014.0	42121	"Venango PA"
361000060.0	42091	"Montgomery PA"
361058075.0	06085	"Santa Clara CA"
361331031.0	12095	"Orange FL"
360986163.0	06073	"San Diego CA"
361256121.0	06085	"Santa Clara CA"
361009760.0	04019	"Pima AZ"
361246386.0	49035	"Salt Lake UT"
361044368.0	17029	"Coles IL"
362647337.0	53063	"Spokane WA"
360989746.0	19155	"Pottawattamie IA"
363100975.0	32003	"Clark NV"
360990162.0	48139	"Ellis TX"
360976817.0	06067	"Sacramento CA"
360883186.0	04013	"Maricopa AZ"
361026068.0	51710	"Norfolk city VA"
360994351.0	47157	"Shelby TN"
361050699.0	06061	"Placer CA"
360023583.0	26049	"Genesee MI"
360981618.0	06085	"Santa Clara CA"
360981893.0	01115	"St. Clair AL"
362896603.0	26035	"Clare MI"
361103020.0	06061	"Placer CA"
360883309.0	30047	"Lake MT"
360976953.0	24033	"Prince Georges MD"
360787778.0	06073	"San Diego CA"
361044551.0	06021	"Glenn CA"
361301623.0	12057	"Hillsborough FL"
360967054.0	26161	"Washtenaw MI"
360962244.0	16027	"Canyon ID"
360993194.0	42003	"Allegheny PA"
361072965.0	24005	"Baltimore MD"
360860986.0	23009	"Hancock ME"
361030753.0	37129	"New Hanover NC"
361329227.0	10001	"Kent DE"
361020376.0	42003	"Allegheny PA"
360994402.0	39035	"Cuyahoga OH"
360914501.0	41067	"Washington OR"
360994339.0	08005	"Arapahoe CO"
361508266.0	39049	"Franklin OH"
361579721.0	39025	"Clermont OH"
360985616.0	06001	"Alameda CA"
360985204.0	06097	"Sonoma CA"
360897956.0	28047	"Harrison MS"
361001656.0	08123	"Weld CO"
360974661.0	33015	"Rockingham NH"
362775483.0	27003	"Anoka MN"
361198784.0	49049	"Utah UT"
361337137.0	13263	"Talbot GA"
362848280.0	25005	"Bristol MA"
361336735.0	06057	"Nevada CA"
361050175.0	12103	"Pinellas FL"
360989696.0	06013	"Contra Costa CA"
360900637.0	29095	"Jackson MO"
362929837.0	27053	"Hennepin MN"
360033066.0	06065	"Riverside CA"
361004411.0	12015	"Charlotte FL"
360975907.0	12037	"Franklin FL"
361041252.0	42091	"Montgomery PA"
361607129.0	39117	"Morrow OH"
361130906.0	39049	"Franklin OH"
361542915.0	39061	"Hamilton OH"
361047645.0	36047	"Kings NY"
361023469.0	18097	"Marion IN"
361028579.0	50007	"Chittenden VT"
360974996.0	53033	"King WA"
361006580.0	06037	"Los Angeles CA"
361037871.0	48201	"Harris TX"
361006574.0	39003	"Allen OH"
361215140.0	05119	"Pulaski AR"
362854836.0	26093	"Livingston MI"
361063673.0	47091	"Johnson TN"
361198776.0	13059	"Clarke GA"
360975902.0	12109	"St. Johns FL"
361069065.0	48113	"Dallas TX"
361052262.0	36029	"Erie NY"
360981393.0	12115	"Sarasota FL"
360998264.0	36061	"New York NY"
361039191.0	08013	"Boulder CO"
361006945.0	48201	"Harris TX"
361080432.0	36065	"Oneida NY"
362189024.0	42061	"Huntingdon PA"
360974473.0	29107	"Lafayette MO"
360989903.0	06065	"Riverside CA"
360943224.0	25013	"Hampden MA"
361028647.0	34013	"Essex NJ"
360984665.0	53035	"Kitsap WA"
360982142.0	44009	"Washington RI"
361038802.0	48141	"El Paso TX"
360895492.0	51087	"Henrico VA"
360044178.0	04013	"Maricopa AZ"
360961856.0	51059	"Fairfax VA"
360997262.0	04019	"Pima AZ"
360990991.0	48201	"Harris TX"
361001680.0	18153	"Sullivan IN"
360980065.0	38105	"Williams ND"
360943795.0	06013	"Contra Costa CA"
359932340.0	06037	"Los Angeles CA"
361207312.0	36055	"Monroe NY"
361571508.0	12033	"Escambia FL"
361685049.0	04013	"Maricopa AZ"
363100978.0	55025	"Dane WI"
360968344.0	12011	"Broward FL"
363154084.0	21211	"Shelby KY"
361038844.0	51153	"Prince William VA"
360994568.0	25009	"Essex MA"
361036666.0	48139	"Ellis TX"
360994397.0	01125	"Tuscaloosa AL"
361000051.0	28073	"Lamar MS"
361047633.0	13285	"Troup GA"
360038940.0	06073	"San Diego CA"
360986417.0	42091	"Montgomery PA"
361049246.0	55079	"Milwaukee WI"
360995716.0	17043	"DuPage IL"
361025507.0	51095	"James City VA"
363100980.0	37119	"Mecklenburg NC"
361427299.0	36103	"Suffolk NY"
361003868.0	39057	"Greene OH"
360962164.0	36005	"Bronx NY"
360974472.0	29189	"St. Louis MO"
360917301.0	26081	"Kent MI"
360993347.0	18063	"Hendricks IN"
363100981.0	06059	"Orange CA"
360981419.0	04017	"Navajo AZ"
361326558.0	16075	"Payette ID"
360976230.0	06087	"Santa Cruz CA"
360900895.0	48477	"Washington TX"
359953484.0	36059	"Nassau NY"
360986298.0	39149	"Shelby OH"
359977673.0	29159	"Pettis MO"
360979822.0	55025	"Dane WI"
360023778.0	41051	"Multnomah OR"
361004961.0	29189	"St. Louis MO"
361342272.0	12083	"Marion FL"
361044173.0	12086	"Miami-Dade FL"
360900857.0	16061	"Lewis ID"
361009372.0	42127	"Wayne PA"
361009337.0	39153	"Summit OH"
360993744.0	18095	"Madison IN"
361069132.0	39151	"Stark OH"
361007283.0	33017	"Strafford NH"
361000120.0	47017	"Carroll TN"
361044865.0	26111	"Midland MI"
360963516.0	48265	"Kerr TX"
360642109.0	16011	"Bingham ID"
361018924.0	04013	"Maricopa AZ"
361275866.0	19055	"Delaware IA"
361055725.0	13089	"DeKalb GA"
362857290.0	06041	"Marin CA"
360871240.0	33015	"Rockingham NH"
361098912.0	42029	"Chester PA"
361548622.0	25005	"Bristol MA"
360976563.0	26091	"Lenawee MI"
361206929.0	55085	"Oneida WI"
360849531.0	06061	"Placer CA"
360984720.0	47157	"Shelby TN"
360639293.0	23021	"Piscataquis ME"
361022874.0	55073	"Marathon WI"
361012566.0	17031	"Cook IL"
360658722.0	19033	"Cerro Gordo IA"
361927940.0	06071	"San Bernardino CA"
360634630.0	39025	"Clermont OH"
360984494.0	29047	"Clay MO"
360962305.0	05051	"Garland AR"
361194254.0	56005	"Campbell WY"
360888394.0	48309	"McLennan TX"
360990204.0	01089	"Madison AL"
361187910.0	20073	"Greenwood KS"
360537600.0	48439	"Tarrant TX"
360998180.0	25015	"Hampshire MA"
361103538.0	06087	"Santa Cruz CA"
360961127.0	17201	"Winnebago IL"
361028515.0	12095	"Orange FL"
361336739.0	18105	"Monroe IN"
361020805.0	36119	"Westchester NY"
361001728.0	39085	"Lake OH"
360027679.0	55089	"Ozaukee WI"
361020717.0	17029	"Coles IL"
361070228.0	39169	"Wayne OH"
361149412.0	27053	"Hennepin MN"
361017869.0	42091	"Montgomery PA"
360664078.0	20045	"Douglas KS"
360990238.0	12086	"Miami-Dade FL"
361351260.0	04013	"Maricopa AZ"
361033976.0	19153	"Polk IA"
361285554.0	56021	"Laramie WY"
361011173.0	53053	"Pierce WA"
361422030.0	18091	"La Porte IN"
361155009.0	40031	"Comanche OK"
361373401.0	45051	"Horry SC"
363100982.0	12017	"Citrus FL"
361179789.0	12095	"Orange FL"
360882802.0	36063	"Niagara NY"
361515784.0	46099	"Minnehaha SD"
361134154.0	32003	"Clark NV"
361141193.0	39061	"Hamilton OH"
360955866.0	16055	"Kootenai ID"
